Country,Region,Happiness Rank,Happiness Score,Economy (GDP per Capita),Family,Health Life Expectancy,Freedom,Generosity,Trust Government Corruption,Dystopia Residual,,,,,,,,,,,,,
Kosovo,Central and Eastern Europe,78,5.279,0.951484,1.137854,0.541452,0.260288,0.319931,0.057472,2.010541,,,,,,,,,,,,,
Kuwait,MENA,39,6.105,1.633,1.260,0.632,0.496,0.228,0.215,1.640,,,,,,,,,,,,,
Kyrgyzstan,Central and Eastern Europe,98,5.004,0.59622,1.394239,0.553458,0.454943,0.42858,0.039439,1.536723,,,,,,,,,,,,,
Latvia,Central and Eastern Europe,54,5.85,1.260749,1.404715,0.638567,0.325708,0.153075,0.073843,1.993655,,,,,,,,,,,,,
Lebanon,MENA,88,5.225,1.075,1.130,0.735,0.289,0.264,0.038,1.695,,,,,,,,,,,,,
Liberia,Sub-Saharan Africa,148,3.533,0.119042,0.872118,0.229918,0.332881,0.26655,0.038948,1.673286,,,,,,,,,,,,,
Libya,MENA,68,5.525,1.102,1.358,0.520,0.466,0.152,0.093,1.835,,,,,,,,,,,,,
Lithuania,Central and Eastern Europe,52,5.902,1.314582,1.473516,0.62895,0.234232,0.010165,0.011866,2.228441,,,,,,,,,,,,,
Luxembourg,Western Europe,18,6.863,1.741944,1.457584,0.845089,0.596628,0.283181,0.318834,1.619512,,,,,,,,,,,,,
Madagascar,Sub-Saharan Africa,144,3.644,0.305809,0.91302,0.375223,0.189197,0.208733,0.067232,1.584613,,,,,,,,,,,,,
Malawi,Sub-Saharan Africa,136,3.97,0.233442,0.512569,0.31509,0.466915,0.28717,0.072712,2.081786,,,,,,,,,,,,,
Malaysia,Southeastern Asia,42,6.084,1.291215,1.284646,0.618784,0.402265,0.416609,0.065601,2.004449,,,,,,,,,,,,,
Mali,Sub-Saharan Africa,127,4.19,0.47618,1.281473,0.169366,0.306614,0.183354,0.10497,1.668191,,,,,,,,,,,,,
Malta,Western Europe,27,6.527,1.34328,1.488412,0.821944,0.588767,0.574731,0.153066,1.556863,,,,,,,,,,,,,
Mauritania,Sub-Saharan Africa,123,4.292,0.648457,1.272031,0.285349,0.096098,0.20187,0.136957,1.651637,,,,,,,,,,,,,
Mauritius,Sub-Saharan Africa,64,5.629,1.189396,1.209561,0.638007,0.491247,0.360934,0.042182,1.697584,,,,,,,,,,,,,
Mexico,Latin America and Caribbean,25,6.578,1.153184,1.210862,0.709979,0.41273,0.12099,0.132774,2.837155,,,,,,,,,,,,,
Moldova,Central and Eastern Europe,56,5.838,0.728871,1.251826,0.589465,0.240729,0.208779,0.010091,2.807808,,,,,,,,,,,,,
Mongolia,Eastern Asia,100,4.955,1.027236,1.493011,0.557783,0.394144,0.338464,0.032902,1.111292,,,,,,,,,,,,,
Montenegro,Central and Eastern Europe,83,5.237,1.121129,1.238376,0.667465,0.194989,0.197911,0.088174,1.729192,,,,,,,,,,,,,
Morocco,MENA,84,5.235,0.878,0.775,0.598,0.408,0.032,0.088,2.456,,,,,,,,,,,,,
Myanmar,Southeastern Asia,114,4.545,0.367111,1.123236,0.397523,0.514492,0.838075,0.188816,1.11529,,,,,,,,,,,,,
Nepal,Southern Asia,99,4.962,0.47982,1.179283,0.504131,0.440306,0.394096,0.072976,1.891241,,,,,,,,,,,,,
Netherlands,Western Europe,6,7.377,1.503945,1.428939,0.810696,0.585384,0.47049,0.282662,2.294804,,,,,,,,,,,,,
New Zealand,Australia and New Zealand,8,7.314,1.405706,1.548195,0.81676,0.614062,0.500005,0.382817,2.046456,,,,,,,,,,,,,
Nicaragua,Latin America and Caribbean,43,6.071,0.737299,1.287216,0.653096,0.447552,0.301674,0.130688,2.513931,,,,,,,,,,,,,
Niger,Sub-Saharan Africa,135,4.028,0.161925,0.993025,0.268505,0.363659,0.228674,0.138573,1.873983,,,,,,,,,,,,,
Nigeria,Sub-Saharan Africa,95,5.074,0.783756,1.21577,0.056916,0.394953,0.230947,0.026122,2.365391,,,,,,,,,,,,,
Norway,Western Europe,1,7.537,1.616463,1.533524,0.796667,0.635423,0.362012,0.315964,2.277027,,,,,,,,,,,,,
Pakistan,Southern Asia,80,5.269,0.726884,0.672691,0.402048,0.235215,0.315446,0.124348,2.792489,,,,,,,,,,,,,
Palestine,MENA,103,4.775,0.716,1.156,0.566,0.255,0.114,0.089,1.879,,,,,,,,,,,,,
Panama,Latin America and Caribbean,30,6.452,1.233748,1.373193,0.706156,0.550027,0.210557,0.070984,2.3072,,,,,,,,,,,,,
Paraguay,Latin America and Caribbean,70,5.493,0.932537,1.507285,0.579251,0.473508,0.224151,0.091066,1.685333,,,,,,,,,,,,,
Peru,Latin America and Caribbean,63,5.715,1.035225,1.21877,0.630166,0.450003,0.12682,0.047049,2.207269,,,,,,,,,,,,,
Philippines,Southeastern Asia,72,5.43,0.857699,1.253918,0.468009,0.585215,0.193513,0.099332,1.972605,,,,,,,,,,,,,
Poland,Central and Eastern Europe,46,5.973,1.291788,1.445712,0.699475,0.520342,0.158466,0.059308,1.797723,,,,,,,,,,,,,
Portugal,Western Europe,89,5.195,1.315175,1.367043,0.795844,0.498465,0.095103,0.015869,1.107683,,,,,,,,,,,,,
Romania,Central and Eastern Europe,57,5.825,1.217684,1.150091,0.685158,0.457004,0.13352,0.004388,2.176831,,,,,,,,,,,,,
Russia,Central and Eastern Europe,49,5.963,1.281778,1.469282,0.547349,0.373783,0.052264,0.032963,2.205607,,,,,,,,,,,,,
Saudi Arabia,MENA,37,6.344,1.531,1.287,0.590,0.450,0.148,0.273,2.065,,,,,,,,,,,,,
Senegal,Sub-Saharan Africa,115,4.535,0.479309,1.179692,0.409363,0.377922,0.183469,0.11546,1.789646,,,,,,,,,,,,,
Serbia,Central and Eastern Europe,73,5.395,1.069318,1.25819,0.650785,0.208716,0.220126,0.040904,1.947084,,,,,,,,,,,,,
Sierra Leone,Sub-Saharan Africa,106,4.709,0.368421,0.984136,0.005565,0.318698,0.293041,0.071095,2.66846,,,,,,,,,,,,,
Singapore,Southeastern Asia,26,6.572,1.692278,1.353814,0.949492,0.549841,0.345966,0.464308,1.216362,,,,,,,,,,,,,
Slovakia,Central and Eastern Europe,40,6.098,1.325394,1.505059,0.712733,0.295817,0.136544,0.024211,2.097777,,,,,,,,,,,,,
Slovenia,Central and Eastern Europe,62,5.758,1.341206,1.452519,0.790828,0.572576,0.242649,0.045129,1.313317,,,,,,,,,,,,,
South Africa,Sub-Saharan Africa,101,4.829,1.054699,1.384789,0.18708,0.479247,0.139362,0.072509,1.510909,,,,,,,,,,,,,
South Korea,Eastern Asia,55,5.838,1.401678,1.128274,0.900214,0.257922,0.206674,0.063283,1.880378,,,,,,,,,,,,,
Spain,Western Europe,34,6.403,1.384398,1.532091,0.888961,0.408781,0.190134,0.070914,1.927758,,,,,,,,,,,,,
Sri Lanka,Southern Asia,120,4.44,1.00985,1.259976,0.625131,0.561213,0.490864,0.073654,0.419389,,,,,,,,,,,,,
Sweden,Western Europe,9,7.284,1.494387,1.478162,0.830875,0.612924,0.385399,0.384399,2.097538,,,,,,,,,,,,,
Switzerland,Western Europe,4,7.494,1.56498,1.516912,0.858131,0.620071,0.290549,0.367007,2.276716,,,,,,,,,,,,,
Taiwan,Eastern Asia,33,6.422,1.433627,1.384565,0.793984,0.361467,0.25836,0.063829,2.126607,,,,,,,,,,,,,
Tajikistan,Central and Eastern Europe,96,5.041,0.524714,1.271463,0.529235,0.471567,0.248998,0.146377,1.849049,,,,,,,,,,,,,
Tanzania,Sub-Saharan Africa,153,3.349,0.511136,1.04199,0.364509,0.390018,0.354256,0.066035,0.62113,,,,,,,,,,,,,
Thailand,Southeastern Asia,32,6.424,1.127869,1.425792,0.647239,0.580201,0.572123,0.031613,2.039508,,,,,,,,,,,,,
Togo,Sub-Saharan Africa,150,3.495,0.305445,0.431883,0.247106,0.380426,0.196896,0.095665,1.837229,,,,,,,,,,,,,
Tunisia,MENA,102,4.805,1.007,0.868,0.613,0.290,0.050,0.087,1.890,,,,,,,,,,,,,
Turkiye,MENA,69,5.500,1.198,1.338,0.638,0.301,0.047,0.100,1.879,,,,,,,,,,,,,
Uganda,Sub-Saharan Africa,133,4.081,0.381431,1.129828,0.217633,0.443186,0.325766,0.05707,1.526363,,,,,,,,,,,,,
Ukraine,Central and Eastern Europe,132,4.096,0.894652,1.394538,0.575904,0.122975,0.270061,0.023029,0.814382,,,,,,,,,,,,,
United Arab Emirates,MENA,21,6.648,1.626,1.266,0.727,0.608,0.361,0.324,1.735,,,,,,,,,,,,,
United Kingdom,Western Europe,19,6.714,1.441634,1.49646,0.805336,0.50819,0.492774,0.265428,1.704144,,,,,,,,,,,,,
United States,North America,14,6.993,1.546259,1.419921,0.774287,0.505741,0.392579,0.135639,2.218113,,,,,,,,,,,,,
Uruguay,Latin America and Caribbean,28,6.454,1.21756,1.412228,0.719217,0.579392,0.175097,0.178062,2.17241,,,,,,,,,,,,,
Uzbekistan,Central and Eastern Europe,47,5.971,0.786441,1.548969,0.498273,0.658249,0.415984,0.246528,1.816914,,,,,,,,,,,,,
Venezuela,Latin America and Caribbean,82,5.25,1.128431,1.431338,0.617144,0.153997,0.06502,0.064491,1.789464,,,,,,,,,,,,,
Vietnam,Southeastern Asia,94,5.074,0.788548,1.277491,0.652169,0.571056,0.234968,0.087633,1.462319,,,,,,,,,,,,,
Yemen,MENA,146,3.593,0.592,0.935,0.310,0.249,0.104,0.057,1.346,,,,,,,,,,,,,
Zambia,Sub-Saharan Africa,116,4.514,0.636407,1.003187,0.257836,0.461603,0.24958,0.078214,1.826705,,,,,,,,,,,,,
Zimbabwe,Sub-Saharan Africa,138,3.875,0.375847,1.083096,0.196764,0.336384,0.189143,0.095375,1.59797,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
